,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
14109,Ford Ecosport 2015-2021 1.5 TDCi Ambiente BSIV,5.85 Lakh*,New Car (On-Road Price) : Rs.10.07-13.29 Lakh*,2015,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
14110,Skoda Rapid 1.6 TDI Ambition,2.8 Lakh*,,2013,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.5 bhp,Seats5
14111,Hyundai Venue S Turbo,8.7 Lakh*,New Car (On-Road Price) : Rs.8.06-13.75 Lakh*,2019,Dealer,"10,000 kms",First Owner,Petrol,Manual,Mileage18.27 kmpl,Engine998 CC,Max Power118.35 bhp,Seats5
14112,Nissan Micra Active XL Option,2.9 Lakh*,,2014,Dealer,"52,000 kms",First Owner,Petrol,Manual,Mileage18.97 kmpl,Engine1198 CC,Max Power67.04 bhp,Seats5
14113,Hyundai Verna 1.6 SX VTVT,8.8 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2017,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage17.01 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
14114,Maruti Vitara Brezza ZXI Plus,10.5 Lakh*,New Car (On-Road Price) : Rs.8.30-13.16 Lakh*,2020,Dealer,"1,000 kms",First Owner,Petrol,Manual,Mileage17.03 kmpl,Engine1462 CC,Max Power103.26 bhp,Seats5
14115,Honda WR-V i-VTEC VX,7.9 Lakh*,New Car (On-Road Price) : Rs.9.60-10.91 Lakh*,2017,Dealer,"5,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
14116,Chevrolet Spark 1.0 LS,1.35 Lakh*,,2009,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine995 CC,Max Power62 bhp,Seats5
14117,Maruti Alto K10 2010-2014 VXI,1.95 Lakh*,,2011,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
14118,Mercedes-Benz S-Class S 350 L,9.99 Lakh*,New Car (On-Road Price) : Rs.1.64Cr-3.19 Cr*,2008,Dealer,"72,000 kms",First Owner,Petrol,Automatic,Mileage10.13 kmpl,Engine3498 CC,Max Power364.9 bhp,Seats5
14119,Ford Ecosport 2015-2021 1.5 TDCi Platinum Edition BSIV,9.25 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2019,Dealer,"17,000 kms",First Owner,Diesel,Manual,Mileage22.77 kmpl,Engine1498 CC,Max Power98.59 bhp,Seats5
14120,Maruti Ciaz VXi Plus,4.9 Lakh*,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2015,Dealer,"57,000 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
14121,Maruti Alto 800 LXI,1.9 Lakh*,New Car (On-Road Price) : Rs.3.33-4.44 Lakh*,2013,Dealer,"38,000 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
14122,Tata Nexon XM,6.9 Lakh*,New Car (On-Road Price) : Rs.8.48-13.72 Lakh*,2017,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1199 CC,Max Power118.3 bhp,Seats5
14123,BMW 3 Series 320d Luxury Line,20.8 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2015,Dealer,"33,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
14124,Maruti Wagon R LXI,2.55 Lakh*,New Car (On-Road Price) : Rs.5.12-7.01 Lakh*,2013,Dealer,"61,154 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
14125,Tata Manza Aura Plus Safire BS IV,1.5 Lakh*,,2011,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage15.0 kmpl,Engine1368 CC,Max Power90 bhp,Seats5
14126,Hyundai EON D Lite Plus Option,1.97 Lakh*,,2014,Dealer,"14,101 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
14127,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,6.75 Lakh*,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,2016,Dealer,"31,000 kms",First Owner,Petrol,Manual,Mileage15.9 kmpl,Engine1496 CC,Max Power120.69 bhp,Seats5
14128,Mahindra XUV500 W8 4WD,4.5 Lakh*,,2012,Dealer,"58,455 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
14129,Maruti Wagon R AMT VXI,4.1 Lakh*,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2017,Dealer,"25,396 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
14130,Hyundai i20 Asta Option CVT,8.45 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2018,Dealer,"12,000 kms",First Owner,Petrol,Automatic,Mileage17.4 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
14131,Honda City 1.5 S MT,3.5 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
14132,Ford Figo Diesel Titanium,1.5 Lakh*,New Car (On-Road Price) : Rs.8.62-9.29 Lakh*,2011,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68 bhp,Seats5
14133,Maruti Swift Dzire Tour S CNG,4.75 Lakh*,New Car (On-Road Price) : Rs.6.32-6.37 Lakh*,2017,Dealer,"48,000 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
14134,Maruti Alto 800 LXI,2.45 Lakh*,New Car (On-Road Price) : Rs.3.33-4.44 Lakh*,2013,Dealer,"68,450 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
14135,Ford Ecosport 1.5 DV5 MT Titanium,5.4 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,"43,000 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
14136,Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BE BSIV,6.8 Lakh*,,2016,Dealer,"53,000 kms",First Owner,Petrol,Automatic,Mileage16.05 kmpl,Engine1499 CC,Max Power110.4 bhp,Seats5
14137,Ford Endeavour 3.2 Titanium AT 4X4,27.25 Lakh*,,2019,Dealer,"18,000 kms",First Owner,Diesel,Automatic,Mileage10.91 kmpl,Engine3198 CC,Max Power197 bhp,Seats7
14138,Maruti Swift VDI,3.65 Lakh*,,2013,Dealer,"26,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14139,Maruti Swift VDI,3.45 Lakh*,,2013,Dealer,"51,405 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14140,Honda City 2017-2020 GXi,3 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2006,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage17.7 kmpl,Engine1497 CC,Max Power78 bhp,Seats5
14141,BMW 5 Series 520d Luxury Line,37 Lakh*,,2017,Dealer,"18,000 kms",First Owner,Diesel,Automatic,Mileage22.48 kmpl,Engine1995 CC,Max Power187.74 bhp,Seats5
14142,Maruti Ciaz VDi Option SHVS,6.65 Lakh*,,2017,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14143,Audi A4 New  2.0 TDI Multitronic,11.75 Lakh*,,2012,Individual,"38,000 kms",First Owner,Diesel,Automatic,Mileage15.2 kmpl,Engine1968 CC,Max Power140.8 bhp,Seats5
14144,Volkswagen Polo 1.5 TDI Highline,3.25 Lakh*,,2014,Dealer,"80,000 kms",First Owner,Diesel,Manual,Mileage20.14 kmpl,Engine1498 CC,Max Power88.8 bhp,Seats5
14145,Audi A4 2.0 TDI,12.75 Lakh*,,2014,Dealer,"60,000 kms",First Owner,Diesel,Automatic,Mileage16.55 kmpl,Engine1968 CC,Max Power147.51 bhp,Seats5
14146,Maruti Vitara Brezza ZDi,7 Lakh*,,2017,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14147,Hyundai Grand i10 1.2 Kappa Asta,4.5 Lakh*,New Car (On-Road Price) : Rs.6.54-6.63 Lakh*,2017,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
14148,Maruti Wagon R LXI CNG,3.65 Lakh*,,2017,Dealer,"55,271 kms",First Owner,CNG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
14149,Mahindra XUV500 W7 AT BSIV,15 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2019,Dealer,"16,000 kms",First Owner,Diesel,Automatic,Mileage15.1 kmpl,Engine2179 CC,Max Power152.87 bhp,Seats7
14150,Hyundai Grand i10 CRDi Sportz,3.7 Lakh*,,2015,Dealer,"49,000 kms",First Owner,Diesel,Manual,Mileage24.0 kmpl,Engine1120 CC,Max Power70 bhp,Seats5
14151,Honda Mobilio S i DTEC,4.75 Lakh*,,2015,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage24.2 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats7
14152,Maruti Swift VDI,3.5 Lakh*,,2013,Individual,"1,47,000 kms",First Owner,Diesel,Manual,Mileage22.9 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14153,Nissan Sunny XV,2.5 Lakh*,,2012,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage16.95 kmpl,Engine1498 CC,Max Power97.7 bhp,Seats5
14154,Maruti A Star AT VXI,2.5 Lakh*,,2011,Dealer,"52,000 kms",First Owner,Petrol,Automatic,Mileage16.98 kmpl,Engine998 CC,Max Power66.1 bhp,Seats5
14155,Maruti Ertiga SHVS VDI,6.5 Lakh*,,2016,Dealer,"45,700 kms",First Owner,Diesel,Manual,Mileage24.52 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats7
14156,Renault KWID RXT,2.75 Lakh*,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,2016,Dealer,"12,000 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
14157,Mahindra TUV 300 T6 Plus,6.25 Lakh*,,2016,Dealer,"43,135 kms",First Owner,Diesel,Manual,Mileage18.49 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
14158,Honda City VX MT,8.8 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Dealer,"42,000 kms",First Owner,Petrol,Manual,Mileage17.4 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
14159,Hyundai Grand i10 Magna,3.55 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2014,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
14160,Honda City i VTEC CVT VX,9.9 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Dealer,"45,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
14161,Maruti Swift VDI BSIV,3.7 Lakh*,,2014,Dealer,"50,000 kms",First Owner,Diesel,Manual,Mileage17.8 kmpl,Engine1248 CC,,Seats5
14162,Toyota Fortuner 4x4 MT,14 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2013,Individual,"52,000 kms",First Owner,Diesel,Manual,Mileage12.55 kmpl,Engine2982 CC,Max Power168.5 bhp,Seats7
14163,Skoda Rapid 1.6 TDI Active,3.45 Lakh*,,2014,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage20.5 kmpl,Engine1598 CC,Max Power103.5 bhp,Seats5
14164,Hyundai Santro Xing GL Plus,2.1 Lakh*,,2011,Dealer,"64,000 kms",First Owner,Petrol,Manual,Mileage17.92 kmpl,Engine1086 CC,Max Power62.1 bhp,Seats5
14165,Audi Q3 2.0 TDI Quattro Premium Plus,14 Lakh*,,2013,Dealer,"67,584 kms",First Owner,Diesel,Automatic,Mileage15.73 kmpl,Engine1968 CC,Max Power174.33 bhp,Seats5
14166,Hyundai i10 Magna,2.35 Lakh*,,2012,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
14167,Maruti Alto LXi BSIII,1.15 Lakh*,,2008,Dealer,"92,000 kms",First Owner,Petrol,Manual,Mileage19.7 kmpl,Engine796 CC,Max Power46.3 bhp,Seats5
14168,Volvo S90 D4 Momentum BSIV,45 Lakh*,New Car (On-Road Price) : Rs.70.07 Lakh*,2019,Dealer,"25,000 kms",First Owner,Diesel,Automatic,Mileage18.0 kmpl,Engine1969 CC,Max Power190 bhp,Seats5
14169,Maruti Vitara Brezza VDi,6.5 Lakh*,,2017,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14170,Toyota Fortuner 2016-2021 2.8 2WD AT,33 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2019,Dealer,"32,000 kms",First Owner,Diesel,Automatic,Mileage12.9 kmpl,Engine2755 CC,Max Power174.5 bhp,Seats7
14171,Honda New Accord 2008-2011 2.4 Elegance A/T,3.9 Lakh*,,2010,Dealer,"58,000 kms",First Owner,Petrol,Automatic,Mileage10.2 kmpl,Engine2354 CC,Max Power180 bhp,Seats5
14172,Renault Duster 85PS Diesel RxE,4.12 Lakh*,,2014,Dealer,"1,01,895 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
14173,Maruti Dzire ZXI,5 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2015,Dealer,"41,021 kms",First Owner,Petrol,Manual,Mileage23.26 kmpl,Engine1197 CC,Max Power88.50 bhp,Seats5
14174,Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,13 Lakh*,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2016,Dealer,"92,000 kms",First Owner,Diesel,Manual,Mileage13.68 kmpl,Engine2393 CC,Max Power147.8 bhp,Seats7
14175,Tata Zest Quadrajet 1.3 XMS,3.5 Lakh*,,2015,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1248 CC,Max Power88.7 bhp,Seats5
14176,Hyundai Verna 1.6 SX VTVT (O),4.45 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2013,Dealer,"62,485 kms",First Owner,Petrol,Manual,Mileage17.1 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
14177,Hyundai i10 Magna 1.2,1.9 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2010,Dealer,"45,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
14178,Toyota Innova 2.5 V Diesel 7-seater,5.11 Lakh*,,2010,Dealer,"1,20,000 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats7
14179,Honda City i DTEC VX Option,8.5 Lakh*,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2017,Dealer,"72,000 kms",First Owner,Diesel,Manual,Mileage25.1 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14180,Mahindra Xylo D2,1.75 Lakh*,,2010,Individual,"15,000 kms",First Owner,Diesel,Manual,Mileage13.0 kmpl,Engine2489 CC,Max Power95 bhp,Seats8
14181,Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BE BSIV,7.21 Lakh*,New Car (On-Road Price) : Rs.9.27-12.92 Lakh*,2016,Dealer,"35,000 kms",First Owner,Petrol,Automatic,Mileage16.05 kmpl,Engine1499 CC,Max Power110.4 bhp,Seats5
14182,Hyundai i10 Era,1.9 Lakh*,,2009,Dealer,"52,000 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
14183,Honda City VX MT Diesel,6.01 Lakh*,New Car (On-Road Price) : Rs.14.79-17.55 Lakh*,2015,Dealer,"69,000 kms",First Owner,Diesel,Manual,Mileage24.1 kmpl,Engine1498 CC,Max Power103.56 bhp,Seats5
14184,Hyundai Verna 1.6 VTVT EX AT,4.49 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2013,Dealer,"64,001 kms",First Owner,Petrol,Automatic,Mileage17.01 kmpl,Engine1591 CC,Max Power121.4 bhp,Seats5
14185,Maruti Swift ZXI BSIV,5.15 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2017,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
14186,Hyundai Grand i10 SportZ Edition,3.85 Lakh*,,2014,Dealer,"29,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
14187,Honda City i VTEC CVT VX,9.4 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2017,Individual,"40,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
14188,Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,4.7 Lakh*,,2018,Dealer,"41,000 kms",First Owner,CNG,Manual,Mileage18.9 km/kg,Engine1197 CC,Max Power65.39 bhp,Seats5
14189,Volkswagen Polo Diesel Trendline 1.2L,2.25 Lakh*,,2012,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
14190,Maruti Vitara Brezza ZDi Plus Dual Tone,8.25 Lakh*,,2017,Dealer,"57,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
14191,Audi A4 35 TFSi Premium,18.9 Lakh*,New Car (On-Road Price) : Rs.48.80-53.76 Lakh*,2016,Dealer,"29,000 kms",First Owner,Petrol,Automatic,Mileage15.64 kmpl,Engine1798 CC,Max Power167.62 bhp,Seats5
14192,Maruti Swift LDI BSIV,4.15 Lakh*,,2015,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage25.2 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14193,Mercedes-Benz C-Class C 200 CGI Elegance,9.5 Lakh*,New Car (On-Road Price) : Rs.47.62-1.60 Cr*,2011,Dealer,"67,000 kms",First Owner,Petrol,Automatic,Mileage11.74 kmpl,Engine1796 CC,Max Power186 bhp,Seats5
14194,Volvo S60 D3 Summum,8.9 Lakh*,,2012,Dealer,"52,000 kms",First Owner,Diesel,Automatic,Mileage18.5 kmpl,Engine1985 CC,Max Power163 bhp,Seats5
14195,Volkswagen Vento Diesel Highline,3.5 Lakh*,,2011,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage20.54 kmpl,Engine1598 CC,Max Power103.6 bhp,Seats5
14196,Hyundai i10 Magna 1.1L,3 Lakh*,,2013,Individual,"20,000 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
14197,Volkswagen Polo Petrol Highline 1.2L,3.65 Lakh*,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2013,Dealer,"46,000 kms",First Owner,Petrol,Manual,Mileage16.47 kmpl,Engine1198 CC,Max Power73.9 bhp,Seats5
14198,Toyota Innova 2.5 GX (Diesel) 7 Seater,8.25 Lakh*,,2014,Dealer,"34,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.6 bhp,Seats7
14199,Tata Harrier XZ Plus,16.5 Lakh*,New Car (On-Road Price) : Rs.17.11-24.64 Lakh*,2020,Dealer,"5,125 kms",First Owner,Diesel,Manual,Mileage17.0 kmpl,Engine1956 CC,Max Power167.67 bhp,Seats5
14200,Hyundai Creta 1.6 CRDi SX Plus,9.5 Lakh*,,2016,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage19.67 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
14201,Renault KWID RXL,3.2 Lakh*,,2017,Dealer,"36,000 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
14202,Volkswagen Vento 1.5 TDI Highline AT,3.73 Lakh*,,2014,Dealer,"74,832 kms",First Owner,Diesel,Automatic,Mileage21.21 kmpl,Engine1498 CC,Max Power103.2 bhp,Seats5
14203,Toyota Corolla Altis 1.8 VL CVT,15.25 Lakh*,,2017,Dealer,"50,000 kms",First Owner,Petrol,Automatic,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
14204,Honda Amaze E i-Dtech,3.42 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2014,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14205,Maruti Wagon R LXI CNG,4.15 Lakh*,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2018,Dealer,"38,000 kms",First Owner,CNG,Manual,Mileage26.6 km/kg,Engine998 CC,Max Power58.16 bhp,Seats5
14206,Renault Scala Diesel RxL,3.25 Lakh*,,2013,Dealer,"65,000 kms",First Owner,Diesel,Manual,Mileage21.64 kmpl,Engine1461 CC,Max Power84.8 bhp,Seats5
14207,Maruti Alto K10 VXI AGS,3.31 Lakh*,,2016,Dealer,"35,286 kms",First Owner,Petrol,Automatic,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
14208,Maruti Baleno Delta 1.3,6 Lakh*,,2017,Individual,"58,000 kms",First Owner,Diesel,Manual,Mileage27.39 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
14209,Audi Q7 2006-2020 45 TDI Quattro Premium Plus,66.45 Lakh*,New Car (On-Road Price) : Rs.80.60 Lakh*,2019,Dealer,"14,000 kms",First Owner,Diesel,Automatic,Mileage14.75 kmpl,Engine2967 CC,Max Power245 bhp,Seats7
14210,Hyundai i20 Magna 1.2,5 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2016,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
14211,Toyota Camry 2.5 G,10.99 Lakh*,New Car (On-Road Price) : Rs.45.00 Lakh*,2014,Dealer,"53,000 kms",First Owner,Petrol,Automatic,Mileage12.98 kmpl,Engine2494 CC,Max Power178.3 bhp,Seats5
14212,Maruti Swift Dzire VDi,3.25 Lakh*,,2012,Individual,"1,20,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
14213,Renault Scala RxL,2.8 Lakh*,,2012,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage16.95 kmpl,Engine1498 CC,Max Power97.6 bhp,Seats5
14214,Hyundai Verna 1.6 SX,4.25 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2012,Dealer,"72,545 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
14215,Hyundai i10 Magna,2.1 Lakh*,,2011,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
14216,Toyota Camry Hybrid 2.5,21 Lakh*,New Car (On-Road Price) : Rs.45.00 Lakh*,2016,Dealer,"75,000 kms",First Owner,Petrol,Automatic,Mileage19.16 kmpl,Engine2487 CC,Max Power214.5 bhp,Seats5
14217,Hyundai Grand i10 Asta Option,3.99 Lakh*,New Car (On-Road Price) : Rs.6.71-6.81 Lakh*,2014,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
14218,Honda Amaze VX i-DTEC,3.5 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2013,Dealer,"75,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14219,Maruti Celerio VXI,4 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2016,Trustmark Dealer,"12,957 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
14220,Mercedes-Benz GL-Class 350 CDI Luxury,32 Lakh*,,2014,Dealer,"90,000 kms",First Owner,Diesel,Automatic,Mileage12.0 kmpl,Engine2987 CC,Max Power224 bhp,Seats7
14221,Maruti Swift LXI Optional-O,4.4 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2016,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage20.4 kmpl,Engine1197 CC,Max Power83.11 bhp,Seats5
14222,Honda Amaze VX i-DTEC,5.25 Lakh*,New Car (On-Road Price) : Rs.8.68-11.26 Lakh*,2015,Individual,"15,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
14223,Honda City i VTEC S,6.5 Lakh*,New Car (On-Road Price) : Rs.12.66-16.77 Lakh*,2015,Dealer,"40,212 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
14224,Maruti Ertiga ZXI Plus Petrol,7.45 Lakh*,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2017,Dealer,"45,000 kms",First Owner,Petrol,Manual,Mileage19.34 kmpl,Engine1462 CC,Max Power103 bhp,Seats7
14225,Renault KWID 1.0 RXT Optional,3.9 Lakh*,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,2019,Individual,"14,000 kms",First Owner,Petrol,Manual,Mileage23.01 kmpl,Engine999 CC,Max Power67 bhp,Seats5
14226,Maruti Swift Dzire AMT ZDI,7.25 Lakh*,,2018,Individual,"70,000 kms",First Owner,Diesel,Automatic,Mileage28.4 kmpl,Engine1248 CC,Max Power74.02 bhp,Seats5
14227,Mahindra Quanto C6,2.75 Lakh*,,2013,Dealer,"45,000 kms",First Owner,Diesel,Manual,Mileage17.21 kmpl,Engine1493 CC,Max Power100 bhp,Seats7
14228,Maruti Baleno Zeta Automatic,6.25 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2016,Dealer,"60,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
14229,BMW 3 Series 320d Luxury Plus,11 Lakh*,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,2013,Dealer,"75,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
